ID,Description,GeneRatio,BgRatio,RichFactor,FoldEnrichment,zScore,pvalue,p.adjust,qvalue,geneID,Count
GO:0031113,regulation of microtubule polymerization,10/429,65/18986,0.15384615384615385,6.808678500986193,7.132504235249192,1.8435512667267855e-6,2.9413022482777345e-4,2.6383070998946484e-4,ARHGEF7/CDK5R1/CLASP2/MAP2/MAPRE3/MAPT/NAV3/PDE4DIP/STMN2/TUBB4A,10
GO:0051588,regulation of neurotransmitter transport,12/429,99/18986,0.12121212121212122,5.364413364413365,6.6197569930751285,2.380570857601028e-6,3.4815848792415035e-4,3.122933085563454e-4,CAMK2A/KCNMB4/MCTP1/MEF2C/PPFIA2/RAB3A/RIMS1/SEPTIN5/SLC4A8/SNCAIP/SYN1/SYT1,12
GO:0007416,synapse assembly,20/429,269/18986,0.07434944237918216,3.290439424268421,5.752503521069727,3.4806803211967226e-6,4.6989184336155757e-4,4.2148643079754645e-4,AMIGO2/BSN/CARMIL3/CDK5/CHRNB2/CLSTN2/CUX2/DNER/DNM3/GABRA3/GAP43/MAPT/MEF2C/NRXN2/PCDH17/SLC12A5/SLITRK1/SNAP25/ST8SIA2/VPS35,20
GO:0050803,regulation of synapse structure or activity,22/429,318/18986,0.06918238993710692,3.061764231575552,5.637463302963361,3.70124845192863e-6,4.811622987507219e-4,4.3159587211378294e-4,AMIGO2/ARF4/CARMIL3/CDK5/CDK5R1/CHRNB2/CLSTN2/CUX2/DNM3/FGF7/MEF2C/NEFL/NRXN2/PPFIA2/PTPRO/SARM1/SLC12A5/SLITRK1/SNAP25/ST8SIA2/SYBU/VPS35,22
GO:0099111,microtubule-based transport,18/429,225/18986,0.08,3.540512820512821,5.828606297182827,3.86715186416269e-6,4.847751086861087e-4,4.3483651224475965e-4,AP3B2/ARHGAP21/DLG2/DNAAF11/DYNC1I1/DYNC1I2/IFT20/IFT27/KIF5A/KIF5C/MAP2/MAPT/NEFL/ODAD4/RSPH4A/SOD1/SYBU/TTC21A,18
GO:0032271,regulation of protein polymerization,17/429,207/18986,0.0821256038647343,3.6345844171931128,5.794835653123966,5.047679321372659e-6,6.109432557937253e-4,5.480075807704401e-4,ARHGEF7/CDK5R1/CLASP2/DMTN/EPS8/MAP2/MAPRE3/MAPT/MEGF9/NAV3/PDE4DIP/SLIT2/SPTAN1/SSH2/STMN2/TMOD2/TUBB4A,17
GO:0140029,exocytic process,11/429,92/18986,0.11956521739130435,5.291527313266444,6.27370223283478,7.165855129296078e-6,7.860047344946636e-4,7.050352859119926e-4,DOC2B/ERC2/KCNB1/NAPB/RAB3A/RIMS1/SEPTIN5/SNAP25/SYNJ1/SYT1/VPS11,11
GO:0050807,regulation of synapse organization,21/429,312/18986,0.0673076923076923,2.97879684418146,5.3584587498498655,9.372683306904043e-6,8.816681907555944e-4,7.908440721397461e-4,AMIGO2/ARF4/CARMIL3/CDK5/CDK5R1/CHRNB2/CLSTN2/CUX2/DNM3/FGF7/MEF2C/NEFL/NRXN2/PPFIA2/PTPRO/SARM1/SLC12A5/SLITRK1/SNAP25/ST8SIA2/VPS35,21
GO:0031346,positive regulation of cell projection organization,23/429,363/18986,0.06336088154269973,2.8041251677615313,5.276855708008096,9.545125711883929e-6,8.816681907555944e-4,7.908440721397461e-4,ARHGEF7/CHODL/CUX2/DNM3/EPHA3/EPS8/IFT20/ISLR2/KAT2B/KIDINS220/LRRC7/MAPT/NDNF/NDRG4/NEFL/NRP1/PPP2R5B/PRKD1/RUFY3/SLIT2/SLITRK1/STMN2/TRIM67,23
GO:0031110,regulation of microtubule polymerization or depolymerization,11/429,100/18986,0.11,4.868205128205128,5.896843020911308,1.6063672642521694e-5,0.001375207096957345,0.0012335415885438353,ARHGEF7/CDK5R1/CLASP2/MAP2/MAPRE3/MAPT/NAV3/PDE4DIP/STMN2/STMN4/TUBB4A,11
GO:0019228,neuronal action potential,7/429,39/18986,0.1794871794871795,7.943458251150559,6.599605373564545,2.3572739480512174e-5,0.0017987025125347333,0.0016134110706226984,GRIK2/KCNA2/KCNK2/KCNMB4/SCN2A/SCN9A/SOD1,7
GO:0001764,neuron migration,15/429,189/18986,0.07936507936507936,3.512413512413512,5.277859378208154,2.704590483269142e-5,0.00197773179089056,0.0017739978367232465,ASCL1/ASTN1/CAMK2A/CDK5/CDK5R1/DCC/DCX/DNER/FOXG1/GPR173/MEF2C/NDNF/NKX2-1/NRP1/VAX1,15
GO:1901888,regulation of cell junction assembly,18/429,268/18986,0.06716417910447761,2.972445464982778,4.944504118698061,4.16149595970833e-5,0.0027945752191158154,0.0025066950008623195,AMIGO2/CARMIL3/CHRNB2/CLASP2/CLSTN2/CUX2/DMTN/DUSP3/EPHA3/MAP4K4/MEF2C/NRP1/NRXN2/SLC12A5/SLITRK1/SNAP25/ST8SIA2/VPS35,18
GO:0035249,"synaptic transmission, glutamatergic",11/429,111/18986,0.0990990990990991,4.385770385770386,5.439457329621586,4.2993464909474084e-5,0.0027945752191158154,0.0025066950008623195,ABCC8/CDK5/GRIA2/GRIK2/GRIK3/MAPK8IP2/MEF2C/NAPB/SLC1A4/SYT1/TSHZ3,11
GO:0017157,regulation of exocytosis,14/429,183/18986,0.07650273224043716,3.385736303769091,4.930766924413569,7.435481863038699e-5,0.004375074285318776,0.003924380622998489,CADPS/CDK5/CLASP2/DOC2B/KCNB1/PPFIA2/RAB3A/RAB3C/RIMS1/SEPTIN5/SLC4A8/SMPD3/SYN1/SYT1,14
GO:0048588,developmental cell growth,16/429,232/18986,0.06896551724137931,3.052166224580018,4.7817804829786255,8.075656561892752e-5,0.00449929437019739,0.004035804306870714,AKAP6/CDK5/CLASP2/DCC/ISLR2/MAP2/MAPT/NRP1/PRMT2/RIMS1/RUFY3/SLIT2/SLITRK1/SORBS2/ST8SIA2/SYT1,16
GO:0046785,microtubule polymerization,10/429,101/18986,0.09900990099009901,4.381822797664382,5.181232759166622,9.608477026079487e-5,0.005188577594082923,0.004654081746559312,ARHGEF7/CDK5R1/CLASP2/MAP2/MAPRE3/MAPT/NAV3/PDE4DIP/STMN2/TUBB4A,10
GO:1902903,regulation of supramolecular fiber organization,22/429,400/18986,0.055,2.434102564102564,4.407550576502984,1.2313110983617947e-4,0.006002641604513749,0.005384285811696094,ARHGEF7/CARMIL3/CDK5R1/CLASP2/CORO2B/DMTN/EPS8/MAP2/MAPRE3/MAPT/MEGF9/MTSS1/NAV3/NRP1/PDE4DIP/PRKD1/SLIT2/SPTAN1/SSH2/STMN2/TMOD2/TUBB4A,22
GO:0051258,protein polymerization,18/429,293/18986,0.06143344709897611,2.718823838277763,4.50822661299264,1.3033022218803295e-4,0.006266562738082132,0.005621019388095265,ARHGEF7/CDK5R1/CLASP2/DMTN/EPS8/MAP2/MAPRE3/MAPT/MEGF9/NAV3/NEFL/PDE4DIP/SLIT2/SPTAN1/SSH2/STMN2/TMOD2/TUBB4A,18
GO:0070585,protein localization to mitochondrion,11/429,133/18986,0.08270676691729323,3.6603046076730283,4.681090272151354,2.2016944613438224e-4,0.009540675999156565,0.008557853325379302,CHCHD4/GDAP1/MAPT/MOAP1/PITRM1/SAMM50/SARM1/SIAH3/TOMM40L/TRMT10B/VPS11,11
GO:0007018,microtubule-based movement,24/429,480/18986,0.05,2.212820512820513,4.092050045261964,2.588628057515084e-4,0.010816767240330885,0.00970248937346819,AP3B2/ARHGAP21/CELF3/CFAP44/DLG2/DNAAF11/DYNC1I1/DYNC1I2/FSIP2/IFT20/IFT27/KIF21B/KIF5A/KIF5C/KLC1/MAP2/MAPT/NEFL/ODAD4/RSPH4A/SOD1/SYBU/TAC1/TTC21A,24
GO:0035235,ionotropic glutamate receptor signaling pathway,5/429,27/18986,0.18518518518518517,8.195631528964862,5.688832514066157,3.080799930264003e-4,0.012288190630939375,0.011022335635669418,CDK5R1/GRIA2/GRIK2/GRIK3/MEF2C,5
GO:0099565,"chemical synaptic transmission, postsynaptic",10/429,119/18986,0.08403361344537816,3.719026071967249,4.523925984493802,3.714469631205847e-4,0.014230616911595577,0.012764664922051992,ABAT/CDK5/CELF4/CHRNB2/CUX2/GRIK2/KCNK2/MAPK8IP2/MEF2C/RIMS1,10
GO:0170043,non-proteinogenic amino acid biosynthetic process,4/429,16/18986,0.25,11.064102564102564,6.123242269720128,3.7705053355509646e-4,0.014230616911595577,0.012764664922051992,ABAT/DPYD/GAD1/GAD2,4
GO:0031109,microtubule polymerization or depolymerization,11/429,142/18986,0.07746478873239436,3.4283134705669913,4.4161359680756505,3.882416428511983e-4,0.014344507014817959,0.012866822756431405,ARHGEF7/CDK5R1/CLASP2/MAP2/MAPRE3/MAPT/NAV3/PDE4DIP/STMN2/STMN4/TUBB4A,11
GO:0032886,regulation of microtubule-based process,16/429,269/18986,0.05947955390334572,2.6323515394147363,4.099697149208002,4.352320969692581e-4,0.01558841490165404,0.013982590784479604,ARHGEF7/ATAT1/CDK5R1/CLASP2/EPHA3/KAT2B/MAP2/MAPRE3/MAPT/NAV3/PDE4DIP/RSPH4A/STMN2/STMN4/TAC1/TUBB4A,16
GO:0051261,protein depolymerization,10/429,122/18986,0.08196721311475409,3.627574611181168,4.42688399190396,4.532375675988009e-4,0.01590863862271791,0.014269826996715931,CLASP2/DMTN/EPS8/NAV3/SH3GL3/SPTAN1/STMN2/STMN4/SYNJ1/TMOD2,10
GO:1990138,neuron projection extension,12/429,169/18986,0.07100591715976332,3.1424670004551665,4.2536559931533935,4.7428047469908217e-4,0.01648242045736414,0.014784501300937516,CDK5/CLASP2/ISLR2/MAP2/MAPT/NRP1/RIMS1/RUFY3/SLIT2/SLITRK1/ST8SIA2/SYT1,12
GO:0032535,regulation of cellular component size,19/429,361/18986,0.05263157894736842,2.329284750337382,3.877069138593599,6.031907665428956e-4,0.01978691206136041,0.01774858418819283,CDK5/CLASP2/DCC/DMTN/EPS8/ISLR2/MAP2/MAPT/MEGF9/NEFL/NRP1/PEX11A/PRKD1/RUFY3/SLC12A5/SLIT2/SPTAN1/SSH2/TMOD2,19
GO:0051402,neuron apoptotic process,17/429,307/18986,0.05537459283387622,2.4506806982377016,3.8962271858729682,6.579283131285773e-4,0.021186498890654187,0.019003994056664173,AGAP2/ASCL1/CDK5/CDK5R1/DIO3/DLX1/GRIK2/ISL1/KCNB1/MEF2C/NDNF/NEFL/NRP1/SARM1/SCN2A/SOD1/ST8SIA2,17
GO:0048041,focal adhesion assembly,8/429,85/18986,0.09411764705882353,4.1653092006033186,4.44696053095499,6.706540560394392e-4,0.021399961242713015,0.01919546680970299,ARHGEF7/CLASP2/CORO2B/DMTN/DUSP3/EPHA3/MAP4K4/NRP1,8
GO:0043523,regulation of neuron apoptotic process,15/429,254/18986,0.05905511811023622,2.6135675348273772,3.936334475938721,7.011475439295273e-4,0.021944456157841144,0.019683871155526427,AGAP2/ASCL1/CDK5/CDK5R1/DLX1/GRIK2/ISL1/KCNB1/MEF2C/NDNF/NEFL/NRP1/SARM1/SOD1/ST8SIA2,15
GO:0034331,cell junction maintenance,6/429,48/18986,0.125,5.532051282051282,4.780005991498025,7.064739446826352e-4,0.021944456157841144,0.019683871155526427,BSN/ERC2/MTSS1/PPFIA2/RAB3A/WHRN,6
GO:0099500,vesicle fusion to plasma membrane,5/429,33/18986,0.15151515151515152,6.705516705516707,4.9876162691292,8.103300112355329e-4,0.02451946844342,0.021993621266837377,DOC2B/ERC2/RAB3A/SNAP25/SYT1,5
GO:0051960,regulation of nervous system development,22/429,463/18986,0.047516198704103674,2.1028963836739214,3.652999458235536,9.079282452746728e-4,0.027237847358240183,0.024431969245313056,ABCC8/AMIGO2/ASCL1/CDK5/CHODL/CLSTN2/CUX2/DCC/DLX1/DLX2/FOXG1/GSX2/ISLR2/MAP2/MAPT/NEFL/NRP1/RUFY3/SLIT2/SLITRK1/ST8SIA2/VAX1,22
GO:1901632,regulation of synaptic vesicle membrane organization,4/429,21/18986,0.19047619047619047,8.42979242979243,5.179525405393478,0.0011338446604545842,0.03262126850979992,0.029260822945812434,DOC2B/ERC2/RAB3A/SYT1,4
GO:0007626,locomotory behavior,13/429,213/18986,0.06103286384976526,2.701095461658842,3.7960481328765012,0.0011597008623056464,0.033093902656039176,0.029684769184049543,ABAT/ASTN1/CHRNB2/CSTB/EPS8/GAD1/NKX2-1/PAK5/RCAN1/SNAP25/SOBP/SOD1/VPS35,13
GO:0050767,regulation of neurogenesis,19/429,383/18986,0.04960835509138381,2.19548771506996,3.593627636798346,0.0012150621508694433,0.0340240077621516,0.030519060493805795,ABCC8/ASCL1/CDK5/CHODL/CUX2/DCC/DLX1/DLX2/FOXG1/GSX2/ISLR2/MAP2/MAPT/NEFL/NRP1/RUFY3/SLIT2/SLITRK1/VAX1,19
GO:0060052,neurofilament cytoskeleton organization,3/429,10/18986,0.3,13.276923076923078,5.904284307937758,0.0012213746376156984,0.0340240077621516,0.030519060493805795,INA/NEFL/SOD1,3
GO:0099072,regulation of postsynaptic membrane neurotransmitter receptor levels,9/429,117/18986,0.07692307692307693,3.4043392504930967,3.9663798020364407,0.001358092882394501,0.037040045270600105,0.033224404079881524,DLG2/EPS8/LRRC7/NSG1/NSG2/SLC12A5/VPS26B/VPS35/VWC2,9
GO:0060445,branching involved in salivary gland morphogenesis,4/429,22/18986,0.18181818181818182,8.046620046620047,5.028139116208097,0.0013613008090904313,0.037040045270600105,0.033224404079881524,FGF7/NRP1/NTN4/SEMA3C,4
GO:1901880,negative regulation of protein depolymerization,7/429,74/18986,0.0945945945945946,4.186417186417187,4.175705187282796,0.0014007657122535383,0.03753196679396885,0.033665650826439,CLASP2/DMTN/EPS8/NAV3/SPTAN1/STMN2/TMOD2,7
GO:0099173,postsynapse organization,14/429,246/18986,0.056910569105691054,2.5186574942672504,3.645210905296165,0.001485376981327737,0.03876357298144865,0.034770384401713275,ARF4/CARMIL3/CDK5/CDK5R1/CUX2/DNM3/GAP43/INA/NEFL/NRP1/NRXN2/PPFIA2/SLC12A5/VPS35,14
GO:0045666,positive regulation of neuron differentiation,8/429,96/18986,0.08333333333333333,3.688034188034188,4.014527974382251,0.0014909066531326404,0.03876357298144865,0.034770384401713275,ASCL1/DLX1/DLX2/FOXG1/MEF2C/SH3GL3/VWC2/ZC4H2,8
GO:0006475,internal protein amino acid acetylation,3/429,11/18986,0.2727272727272727,12.06993006993007,5.583806894955518,0.0016513447787387706,0.03997393223015921,0.035856059769202635,ATAT1/KAT2B/MAPT,3
GO:0016185,synaptic vesicle budding from presynaptic endocytic zone membrane,3/429,11/18986,0.2727272727272727,12.06993006993007,5.583806894955518,0.0016513447787387706,0.03997393223015921,0.035856059769202635,AP3B2/DNM3/SNAP91,3
GO:0098887,"neurotransmitter receptor transport, endosome to postsynaptic membrane",3/429,11/18986,0.2727272727272727,12.06993006993007,5.583806894955518,0.0016513447787387706,0.03997393223015921,0.035856059769202635,LRRC7/NSG1/VPS35,3
GO:0010810,regulation of cell-substrate adhesion,13/429,223/18986,0.05829596412556054,2.579970104633782,3.608529206678423,0.0017505860222491304,0.041435736291166717,0.03716727762689448,ARHGEF7/CLASP2/CORO2B/DMTN/DUSP3/EPHA3/HACD1/MAP4K4/NDNF/NRP1/ONECUT1/PTPRO/VWC2,13
GO:0051966,"regulation of synaptic transmission, glutamatergic",7/429,77/18986,0.09090909090909091,4.023310023310024,4.04179077681466,0.0017669379168665654,0.041435736291166717,0.03716727762689448,CDK5/GRIK2/GRIK3/MAPK8IP2/MEF2C/SYT1/TSHZ3,7
GO:0061387,regulation of extent of cell growth,8/429,99/18986,0.08080808080808081,3.576275576275577,3.9075854732727024,0.0018156687533410632,0.042205280292894914,0.03785754786506183,CDK5/CLASP2/DCC/ISLR2/MAP2/MAPT/NRP1/RUFY3,8
GO:0033605,positive regulation of catecholamine secretion,3/429,12/18986,0.25,11.064102564102564,5.3023243664965225,0.002165065625611035,0.04902826029609505,0.04397766578066286,CHRNB2/KCNB1/SYT1,3
GO:0014059,regulation of dopamine secretion,4/429,25/18986,0.16,7.081025641025642,4.625900453909051,0.0022316089928801296,0.049263821163580225,0.04418896059387268,ABAT/CHRNB2/KCNA2/SYT1,4
