ID,Description,GeneRatio,BgRatio,RichFactor,FoldEnrichment,zScore,pvalue,p.adjust,qvalue,geneID,Count
GO:0019827,stem cell population maintenance,14/473,186/18986,0.07526881720430108,3.021255313828457,4.42788356980597,2.4395025375815822e-4,0.03857124567753991,0.03498046913538035,BMP7/EOMES/FGF10/HDAC1/MED7/NKAP/PHF19/PROX1/SAP30L/SMARCA2/TUT4/WNT7A/ZHX2/ZNF706,14
GO:0035883,enteroendocrine cell differentiation,6/473,37/18986,0.16216216216216217,6.509113764927719,5.361507594093594,2.794650645200576e-4,0.03924605698109796,0.03559245911811673,CDK6/NEUROD1/NKX2-2/NKX6-1/NKX6-2/RHEB,6
GO:0098727,maintenance of cell number,14/473,190/18986,0.07368421052631578,2.9576499388004893,4.33487509249616,3.035841511586562e-4,0.03924605698109796,0.03559245911811673,BMP7/EOMES/FGF10/HDAC1/MED7/NKAP/PHF19/PROX1/SAP30L/SMARCA2/TUT4/WNT7A/ZHX2/ZNF706,14
GO:0008589,regulation of smoothened signaling pathway,9/473,87/18986,0.10344827586206896,4.152365677626303,4.710578816035688,3.145003635536501e-4,0.03924605698109796,0.03559245911811673,CTNNA1/FBXL17/FGF10/GLI1/HHIP/PTCH1/RAB34/RFX4/TTC23,9
GO:0044843,cell cycle G1/S phase transition,18/473,287/18986,0.0627177700348432,2.517462118142776,4.140445631622735,3.325907086467069e-4,0.03924605698109796,0.03559245911811673,BCL2/CACNB4/CCND2/CDK1/CDK2/CDK6/FGF10/FHL1/GLI1/LSM11/MLF1/MN1/PIAS1/PLK2/RPS27L/SMARCA2/TCIM/TMSB4X,18
GO:0048144,fibroblast proliferation,10/473,109/18986,0.09174311926605505,3.6825261361211865,4.489398877424331,3.952465669176705e-4,0.042418062228068355,0.03846916765292881,BAX/CDK1/CDK6/CKS2/EMD/FGF10/GNG2/PDGFC/PDGFD/TP53INP1,10
GO:0002064,epithelial cell development,15/473,219/18986,0.0684931506849315,2.749283211213762,4.16180980432722,4.1014797631431957e-4,0.042418062228068355,0.03846916765292881,CDK6/CXCR4/HYDIN/IQGAP1/MYO1E/NKX2-2/NKX6-1/PPP1R16B/PROX1/RAB13/RHEB/S1PR3/VEZF1/VIM/WNT7A,15
GO:0072148,epithelial cell fate commitment,4/473,15/18986,0.26666666666666666,10.703875968992248,6.009567602311726,4.1732457568022273e-4,0.042418062228068355,0.03846916765292881,NEUROD1/NKX2-2/NR2F2/PROX1,4
GO:1902806,regulation of cell cycle G1/S phase transition,15/473,220/18986,0.06818181818181818,2.736786469344609,4.141611729919697,4.303432858793081e-4,0.04266650233679133,0.03869447931716254,BCL2/CACNB4/CCND2/CDK2/FGF10/FHL1/GLI1/LSM11/MLF1/MN1/PLK2/RPS27L/SMARCA2/TCIM/TMSB4X,15
GO:0042327,positive regulation of phosphorylation,25/473,479/18986,0.05219206680584551,2.094965286206729,3.8796948262850095,4.397578127942888e-4,0.04266650233679133,0.03869447931716254,ABI1/ACVR2A/ADAM9/CALM1/CCND2/CHRNA3/CIB1/ERBB4/FGF10/FGF19/FGFR3/IQGAP1/LEPR/NTRK2/P2RY1/PLAUR/PRKAG2/PRNP/PROX1/RASSF2/RIPK2/SNCA/STRADA/TCIM/TRAF6,25
GO:0042762,regulation of sulfur metabolic process,4/473,16/18986,0.25,10.034883720930232,5.778915763125555,5.455329415871761e-4,0.04851833599240948,0.044001538578018286,NFE2L2/PXYLP1/SNCA/TCF7L2,4
GO:0042475,odontogenesis of dentin-containing tooth,9/473,94/18986,0.09574468085106383,3.843146956952004,4.4169424125565895,5.596721299293317e-4,0.0487600065850677,0.04422071093190294,ACVR2A/APCDD1/BAX/BMP7/CTNNA1/FGF10/HDAC1/PPARA/TRAF6,9
